route26_id,source,folio,locus,section_note,locus_kind,locus_code,visual_context,token,prefix,suffix,line_position,token_index,line_token_count,previous_token,next_token,line_tokens,image_file_or_url,visual_zone,ring,sector,radius,object_nearby,visual_notes,annotation_confidence,visual_match_status,semantic_guardrail
R26-0374,ZL3b-n.txt,f82r,"f82r.6,+P0",Label nrs on this page same as Petersen,P,P,paragraph/text line,okal,ok,al,middle,6,9,sheckhy,sheky,sar shedy qol shedaiin sheckhy okal sheky qotaiin chedol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0375,ZL3b-n.txt,f82r,"f82r.12,+P0",Label nrs on this page same as Petersen,P,P,paragraph/text line,okal,ok,al,middle,7,8,lolol,okarchedy,otedy qodched olqo dar checkho lolol okal okarchedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0376,ZL3b-n.txt,f82r,"f82r.34,@Ln",Label nrs on this page same as Petersen,L,L,label,okor,ok,or,single,1,1,,,okor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0377,ZL3b-n.txt,f82r,"f82r.36,@Ln",Label nrs on this page same as Petersen,L,L,label,okal,ok,al,single,1,1,,,okal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0378,ZL3b-n.txt,f82v,"f82v.16,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okal,ok,al,middle,8,10,qokain,dy,qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0379,ZL3b-n.txt,f82v,"f82v.19,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otal,ot,al,middle,9,11,checkhy,chl,qokol chedy cheal chedy oty chdy dy checkhy otal chl s,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0380,ZL3b-n.txt,f82v,"f82v.21,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okar,ok,ar,middle,9,10,otain,aly,dain chey qokeeey qoky okaiin okain olkain otain okar aly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0381,ZL3b-n.txt,f82v,"f82v.35,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otal,ot,al,middle,7,10,otain,okeedy,cthor chey qsain qokeey qokain otain otal okeedy qokal dym,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0382,ZL3b-n.txt,f82v,"f82v.44,~Ln","Currier's language B, hand 2",L,L,label,okol,ok,ol,single,1,1,,,okol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0383,ZL3b-n.txt,f83r,"f83r.12,+P0","Currier's  language B, hand 2",P,P,paragraph/text line,otal,ot,al,middle,3,10,sheckhy,qokeal,qockhol sheckhy otal qokeal sheckhdy ck al okedy qokedy qokal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0384,ZL3b-n.txt,f83r,"f83r.18,+P0","Currier's  language B, hand 2",P,P,paragraph/text line,otor,ot,or,middle,3,9,shocphedy,shedy,pdalshdy shocphedy otor shedy opshedy otshdy qokedol shdy soldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0385,ZL3b-n.txt,f83r,"f83r.23,+P0","Currier's  language B, hand 2",P,P,paragraph/text line,otor,ot,or,middle,8,9,shecthy,chedy,tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0386,ZL3b-n.txt,f83r,"f83r.25,@P1","Currier's  language B, hand 2",P,P,paragraph/text line,otal,ot,al,end,6,6,chedy,,qokeedy qolchey qokeey qokedy chedy otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0387,ZL3b-n.txt,f83v,"f83v.25,+P0","Currier's  language B, hand 2",P,P,paragraph/text line,okol,ok,ol,middle,5,8,ar,dal,y shey otechd ar okol dal shedy qokaly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0388,ZL3b-n.txt,f83v,"f83v.30,+P0","Currier's  language B, hand 2",P,P,paragraph/text line,otal,ot,al,middle,4,6,qokal,chedy,qokaiin chedy qokal otal chedy qotals,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0389,ZL3b-n.txt,f84r,"f84r.21,+P0",For nymph labels: Petersen ID in comments,P,P,paragraph/text line,okal,ok,al,middle,4,14,cheky,y,qokaiin chol cheky okal y chey okal chedy tor y otshedy qokey l shedy,images/raw/commons_f84r.jpg,paragraph text,body paragraph between green pool bands,,,green pool with nymph figures and dense text,full image checked; paragraph line belongs to balneological page; exact glyph position not isolated,medium,matched_visual_annotation,exact_form_context_not_decipherment
R26-0390,ZL3b-n.txt,f84r,"f84r.21,+P0",For nymph labels: Petersen ID in comments,P,P,paragraph/text line,okal,ok,al,middle,7,14,chey,chedy,qokaiin chol cheky okal y chey okal chedy tor y otshedy qokey l shedy,images/raw/commons_f84r.jpg,paragraph text,body paragraph between green pool bands,,,green pool with nymph figures and dense text,full image checked; paragraph line belongs to balneological page; exact glyph position not isolated,medium,matched_visual_annotation,exact_form_context_not_decipherment
R26-0391,ZL3b-n.txt,f84r,"f84r.22,+P0",For nymph labels: Petersen ID in comments,P,P,paragraph/text line,otar,ot,ar,middle,12,13,chey,dar,qotchsdy ykeedy qokal ol shedy qokedy qokeedy qokeedy chedy raiin chey otar dar,images/raw/commons_f84r.jpg,paragraph text,body paragraph between green pool bands,,,green pool with nymph figures and dense text,full image checked; paragraph line belongs to balneological page; exact glyph position not isolated,medium,matched_visual_annotation,exact_form_context_not_decipherment
R26-0392,ZL3b-n.txt,f84r,"f84r.24,+P0",For nymph labels: Petersen ID in comments,P,P,paragraph/text line,okal,ok,al,middle,5,12,qokedy,shey,pol tar shedy qokedy okal shey qokar chckhy otchey qokchedy chey qokaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0393,ZL3b-n.txt,f84r,"f84r.29,+P0",For nymph labels: Petersen ID in comments,P,P,paragraph/text line,otar,ot,ar,middle,8,11,checkhy,chedy,qokeedy okeey dar olchedy qsolkeedy rar checkhy otar chedy olchcthy lor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0394,ZL3b-n.txt,f84v,"f84v.13,+P0",gathering mark 13,P,P,paragraph/text line,otal,ot,al,middle,4,10,okedy,chckhedy,shedol chedy okedy otal chckhedy qotedy dokedy dol lkeey qokydy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0395,ZL3b-n.txt,f84v,"f84v.15,+P0",gathering mark 13,P,P,paragraph/text line,okal,ok,al,middle,6,11,checthy,ol,qokshedy qokeed y daiin checthy okal ol kedy chedy dolkedy okedam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0396,ZL3b-n.txt,f84v,"f84v.17,+P0",gathering mark 13,P,P,paragraph/text line,otol,ot,ol,middle,2,12,qokeey,chedy,qokeey otol chedy daiin dol sheedy chedy okedy r kchdy kol koldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0397,ZL3b-n.txt,f84v,"f84v.19,+P0",gathering mark 13,P,P,paragraph/text line,okar,ok,ar,middle,9,12,shedy,okedy,solkes olokar sheky shkol qokar chdy tal shedy okar okedy shedy dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0398,ZL3b-n.txt,f84v,"f84v.23,+P0",gathering mark 13,P,P,paragraph/text line,okol,ok,ol,middle,3,7,olkaiin,shedy,qokeey olkaiin okol shedy cthy korol oror,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0399,ZL3b-n.txt,f84v,"f84v.25,+P0",gathering mark 13,P,P,paragraph/text line,okal,ok,al,middle,4,6,olol,chedy,qokain okain olol okal chedy chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0400,ZL3b-n.txt,f84v,"f84v.31,+P0",gathering mark 13,P,P,paragraph/text line,otal,ot,al,middle,3,7,daiin,chdy,chal daiin otal chdy otal chckhor aly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0401,ZL3b-n.txt,f84v,"f84v.31,+P0",gathering mark 13,P,P,paragraph/text line,otal,ot,al,middle,5,7,chdy,chckhor,chal daiin otal chdy otal chckhor aly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0402,ZL3b-n.txt,f84v,"f84v.41,+P0",gathering mark 13,P,P,paragraph/text line,otol,ot,ol,middle,4,5,doltedy,chedy,sor otes doltedy otol chedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0403,ZL3b-n.txt,f84v,"f84v.42,@Pb",Two small blocks,P,P,paragraph/text line,okar,ok,ar,single,1,1,,,okar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0404,ZL3b-n.txt,f85r1,"f85r1.4,+P0",it was written line by line.,P,P,paragraph/text line,otar,ot,ar,middle,8,10,doltshdy,otchdy,odeedaiin qokechy daiin chekchy olshedy qokeedy doltshdy otar otchdy ols,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0405,ZL3b-n.txt,f85r1,"f85r1.15,+P0",it was written line by line.,P,P,paragraph/text line,okal,ok,al,middle,4,12,okaiin,al,qokeeodaiin chey okaiin okal al dl sheokey cheokaiin ol keeo dal olky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0406,ZL3b-n.txt,f85r1,"f85r1.16,+P0",it was written line by line.,P,P,paragraph/text line,okar,ok,ar,middle,3,5,qokar,y,shoiin qokar okar y cheey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0407,ZL3b-n.txt,f85r1,"f85r1.24,+P0",it was written line by line.,P,P,paragraph/text line,okar,ok,ar,middle,7,13,chedy,shee,tedair ykeedy dain cheedy qokar chedy okar shee k t eey qokedy olchedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0408,ZL3b-n.txt,f85r1,"f85r1.28,+P0",it was written line by line.,P,P,paragraph/text line,otor,ot,or,middle,8,14,kedy,odor,kchedar yteol okchdy q e o kedy otor odor ar chedy otechdy dal cphedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0409,ZL3b-n.txt,f85r1,"f85r1.29,+P0",it was written line by line.,P,P,paragraph/text line,okar,ok,ar,middle,10,13,qotol,otar,oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0410,ZL3b-n.txt,f85r1,"f85r1.29,+P0",it was written line by line.,P,P,paragraph/text line,otar,ot,ar,middle,11,13,okar,otchy,oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0411,ZL3b-n.txt,f85r1,"f85r1.30,+P0",it was written line by line.,P,P,paragraph/text line,otal,ot,al,middle,11,13,chdy,otchdy,dorchdy o r s aiin okeder chcthy okedy chdy chdy otal otchdy otalom,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0412,ZL3b-n.txt,f85r1,"f85r1.33,+P0",it was written line by line.,P,P,paragraph/text line,otar,ot,ar,middle,4,11,osaiin,ytar,raraiiin shey osaiin otar ytar otedy or aiin otar olar olkeedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0413,ZL3b-n.txt,f85r1,"f85r1.33,+P0",it was written line by line.,P,P,paragraph/text line,otar,ot,ar,middle,9,11,aiin,olar,raraiiin shey osaiin otar ytar otedy or aiin otar olar olkeedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0414,ZL3b-n.txt,f85r1,"f85r1.35,+Pc",it was written line by line.,P,P,paragraph/text line,otol,ot,ol,middle,5,6,olpchdy,otchedy,s ar chedar olpchdy otol otchedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0415,ZL3b-n.txt,f85r2,"f85r2.1,@Cc",comments are included to show the compass directions.,C,C,circular text,otar,ot,ar,middle,8,36,otody,chepaiin,odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkech ch os aiin oteedy dar otees opaiin chcphdar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0416,ZL3b-n.txt,fRos,"fRos.2,@Cc",This is the upper left page with parts of circles 1 and 2.,C,C,circular text,otar,ot,ar,middle,4,33,adar,otes,oto tosaes adar otar otes okaiin dal al chdar otdar chefchs okor ol om olkeeodaiin shol okal orshees qoeey okalol otodr ochs ar ol oqokam oteed oteedy okedy lraiin or aiin okor okeedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0417,ZL3b-n.txt,fRos,"fRos.2,@Cc",This is the upper left page with parts of circles 1 and 2.,C,C,circular text,okor,ok,or,middle,12,33,chefchs,ol,oto tosaes adar otar otes okaiin dal al chdar otdar chefchs okor ol om olkeeodaiin shol okal orshees qoeey okalol otodr ochs ar ol oqokam oteed oteedy okedy lraiin or aiin okor okeedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0418,ZL3b-n.txt,fRos,"fRos.2,@Cc",This is the upper left page with parts of circles 1 and 2.,C,C,circular text,okal,ok,al,middle,17,33,shol,orshees,oto tosaes adar otar otes okaiin dal al chdar otdar chefchs okor ol om olkeeodaiin shol okal orshees qoeey okalol otodr ochs ar ol oqokam oteed oteedy okedy lraiin or aiin okor okeedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0419,ZL3b-n.txt,fRos,"fRos.2,@Cc",This is the upper left page with parts of circles 1 and 2.,C,C,circular text,okor,ok,or,middle,32,33,aiin,okeedy,oto tosaes adar otar otes okaiin dal al chdar otdar chefchs okor ol om olkeeodaiin shol okal orshees qoeey okalol otodr ochs ar ol oqokam oteed oteedy okedy lraiin or aiin okor okeedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0420,ZL3b-n.txt,fRos,"fRos.20,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okal,ok,al,middle,6,41,or,okal,sais od r ar or okal okal or alal ykal ol ar ol al ol al lor okan okod oked okeo ldy opashs otedy chedchs sheekedy odal shd olkeedy yky kaiir okchdy otol ar yaiin aiir oeal okchdy olyokain olkaiin ody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0421,ZL3b-n.txt,fRos,"fRos.20,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okal,ok,al,middle,7,41,okal,or,sais od r ar or okal okal or alal ykal ol ar ol al ol al lor okan okod oked okeo ldy opashs otedy chedchs sheekedy odal shd olkeedy yky kaiir okchdy otol ar yaiin aiir oeal okchdy olyokain olkaiin ody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0422,ZL3b-n.txt,fRos,"fRos.20,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,otol,ot,ol,middle,33,41,okchdy,ar,sais od r ar or okal okal or alal ykal ol ar ol al ol al lor okan okod oked okeo ldy opashs otedy chedchs sheekedy odal shd olkeedy yky kaiir okchdy otol ar yaiin aiir oeal okchdy olyokain olkaiin ody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0423,ZL3b-n.txt,fRos,"fRos.43,@L0","The following are block left of circle, left margin unreadable",L,L,label,okor,ok,or,single,1,1,,,okor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0424,ZL3b-n.txt,fRos,"fRos.47,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,otar,ot,ar,middle,2,40,osar,otodeedy,osar otar otodeedy oty daiin sheor oar otedy qotedy oteey otoraiin chekad r ol aiin okedal olor op o a iiral eeealky y tar qokeo l tched oiin oteedaiin odal cheky otchdor or olkoaiin ok a o l o laiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0425,ZL3b-n.txt,fRos,"fRos.62,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,otor,ot,or,start,1,46,,os,otor os om araiin okeody okar odsheedy odaiin okchdy okar shor okaiin daiin ofair oly olkair odal olkalor olors y o d esha x k r olar oteedaiin otes ar yqos aiiin ol qotody ol oir or oroa oteeedy okal okodar otshe okody otedy chdar o,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0426,ZL3b-n.txt,fRos,"fRos.62,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okar,ok,ar,middle,6,46,okeody,odsheedy,otor os om araiin okeody okar odsheedy odaiin okchdy okar shor okaiin daiin ofair oly olkair odal olkalor olors y o d esha x k r olar oteedaiin otes ar yqos aiiin ol qotody ol oir or oroa oteeedy okal okodar otshe okody otedy chdar o,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0427,ZL3b-n.txt,fRos,"fRos.62,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okar,ok,ar,middle,10,46,okchdy,shor,otor os om araiin okeody okar odsheedy odaiin okchdy okar shor okaiin daiin ofair oly olkair odal olkalor olors y o d esha x k r olar oteedaiin otes ar yqos aiiin ol qotody ol oir or oroa oteeedy okal okodar otshe okody otedy chdar o,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0428,ZL3b-n.txt,fRos,"fRos.62,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okal,ok,al,middle,40,46,oteeedy,okodar,otor os om araiin okeody okar odsheedy odaiin okchdy okar shor okaiin daiin ofair oly olkair odal olkalor olors y o d esha x k r olar oteedaiin otes ar yqos aiiin ol qotody ol oir or oroa oteeedy okal okodar otshe okody otedy chdar o,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0429,ZL3b-n.txt,fRos,"fRos.87,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okal,ok,al,middle,4,32,olchedy,y,yke okees olchedy okal y dol otodar shekalolkar cheykar shal qokal okchr otar otody otody otody otas chfol okshy okem okar ar okedy okedy okchedy eeekchedy ofchdor qotchdy kar chdar chekolko iph,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0430,ZL3b-n.txt,fRos,"fRos.87,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,otar,ot,ar,middle,13,32,okchr,otody,yke okees olchedy okal y dol otodar shekalolkar cheykar shal qokal okchr otar otody otody otody otas chfol okshy okem okar ar okedy okedy okchedy eeekchedy ofchdor qotchdy kar chdar chekolko iph,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0431,ZL3b-n.txt,fRos,"fRos.87,@Cc","The following are block left of circle, left margin unreadable",C,C,circular text,okar,ok,ar,middle,21,32,okem,ar,yke okees olchedy okal y dol otodar shekalolkar cheykar shal qokal okchr otar otody otody otody otas chfol okshy okem okar ar okedy okedy okchedy eeekchedy ofchdor qotchdy kar chdar chekolko iph,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0432,ZL3b-n.txt,fRos,"fRos.94,@Cc",Start of circle 3,C,C,circular text,otar,ot,ar,middle,4,40,otedar,odaiin,otchdaiin otodar otedar otar odaiin olkaiin otl xasashe ol ar a ikh e chedaiin ockhedy shed a y otody okedal d or aiin otody toor chepar ol chckhy opchdar o r a r al xar opor olchedy okalm or afalairidy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0433,ZL3b-n.txt,fRos,"fRos.122,@Cc",Text around Brumbaugh's 'clock',C,C,circular text,okal,ok,al,middle,38,39,odaiin,okalar,okedar okody okair ched y o opar ol keeedy s ar olkchedy otedaiin olky or aiin ody osain xdar odaiin okedal ol ar oekaiin al o saldan oteedy otchdaiin otedy o t k ar aiin yky odaiin okal okalar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0434,ZL3b-n.txt,fRos,"fRos.131,@L0",Following are counter-clockwise from 09:00,L,L,label,okar,ok,ar,single,1,1,,,okar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0435,ZL3b-n.txt,fRos,"fRos.133,@Cc",Following are counter-clockwise from 09:00,C,C,circular text,okal,ok,al,middle,15,29,aiiin,ol,ok ar ar okary otodeed odar chekaiin oees oiin okees oiir odaiin okalol aiiin okal ol otar chchdam chetey otodches oteesey chckhy otody otal chedal opal olkar okedaiin oror,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0436,ZL3b-n.txt,fRos,"fRos.133,@Cc",Following are counter-clockwise from 09:00,C,C,circular text,otar,ot,ar,middle,17,29,ol,chchdam,ok ar ar okary otodeed odar chekaiin oees oiin okees oiir odaiin okalol aiiin okal ol otar chchdam chetey otodches oteesey chckhy otody otal chedal opal olkar okedaiin oror,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0437,ZL3b-n.txt,fRos,"fRos.133,@Cc",Following are counter-clockwise from 09:00,C,C,circular text,otal,ot,al,middle,24,29,otody,chedal,ok ar ar okary otodeed odar chekaiin oees oiin okees oiir odaiin okalol aiiin okal ol otar chchdam chetey otodches oteesey chckhy otody otal chedal opal olkar okedaiin oror,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0438,ZL3b-n.txt,fRos,"fRos.142,@Pb",Following are counter-clockwise from 09:00,P,P,paragraph/text line,okar,ok,ar,start,1,6,,olche,okar olche t k y daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0439,ZL3b-n.txt,fRos,"fRos.144,+Pb",Following are counter-clockwise from 09:00,P,P,paragraph/text line,okol,ok,ol,middle,2,9,okeechy,shee,okeechy okol shee o y tolf ch a d,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0440,ZL3b-n.txt,fRos,"fRos.149,@L0",Following are counter-clockwise from 09:00,L,L,label,otol,ot,ol,single,1,1,,,otol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0441,ZL3b-n.txt,f86v4,"f86v4.1,@Cc",Text partly interrupted by creases.,C,C,circular text,otor,ot,or,middle,36,42,qoteol,shar,opos os sheody pch ar odsheo qody cheepchdy lpchedy olkar shdar dchdor qopcher ches os eeedar odaiin pcheodar chdair orarorchy shar opchsey otedy ch cphh y chedy sarshed odar sheey scheor al cheefar shetchy qoteol otor shar qoteshy do ofor arar dl,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0442,ZL3b-n.txt,f86v4,"f86v4.8,+P0",Text partly interrupted by creases.,P,P,paragraph/text line,otar,ot,ar,middle,4,13,keedy,olshedy,daiin ol keedy otar olshedy okol aiin okal cheockhy sho cthh y daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0443,ZL3b-n.txt,f86v4,"f86v4.8,+P0",Text partly interrupted by creases.,P,P,paragraph/text line,okol,ok,ol,middle,6,13,olshedy,aiin,daiin ol keedy otar olshedy okol aiin okal cheockhy sho cthh y daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0444,ZL3b-n.txt,f86v4,"f86v4.8,+P0",Text partly interrupted by creases.,P,P,paragraph/text line,okal,ok,al,middle,8,13,aiin,cheockhy,daiin ol keedy otar olshedy okol aiin okal cheockhy sho cthh y daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0445,ZL3b-n.txt,f86v6,"f86v6.3,+P0","Currier's language B, hand 3",P,P,paragraph/text line,okar,ok,ar,middle,10,12,chdal,chdy,qolchy olkeedy chdal chedy chor ar arody qokchdy chdal okar chdy otaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0446,ZL3b-n.txt,f86v6,"f86v6.9,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otar,ot,ar,middle,7,11,cheol,ar,dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0447,ZL3b-n.txt,f86v6,"f86v6.12,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otar,ot,ar,middle,3,4,qokal,ykairolky,ykeealor qokal otar ykairolky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0448,ZL3b-n.txt,f86v6,"f86v6.14,+P0","Currier's language B, hand 3",P,P,paragraph/text line,okal,ok,al,middle,5,14,ykeedy,or,ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol a in iin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0449,ZL3b-n.txt,f86v6,"f86v6.14,+P0","Currier's language B, hand 3",P,P,paragraph/text line,okar,ok,ar,middle,9,14,lkey,dar,ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol a in iin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0450,ZL3b-n.txt,f86v6,"f86v6.18,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otal,ot,al,middle,10,11,lkar,qotardam,ytaiin ytair dalol ytal dar aiiin chol olkchey lkar otal qotardam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0451,ZL3b-n.txt,f86v6,"f86v6.20,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otol,ot,ol,middle,2,12,pdaiiiy,podaiin,pdaiiiy otol podaiin ocphey opchor olkshed qofod opdaiin o a dar dairody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0452,ZL3b-n.txt,f86v6,"f86v6.23,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otor,ot,or,middle,3,13,olkedy,chedy,qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0453,ZL3b-n.txt,f86v6,"f86v6.26,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otar,ot,ar,middle,9,10,olteedydar,aim,saiin shor shekaiin chedy cholkeog qokchy orchcthy olteedydar otar aim,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0454,ZL3b-n.txt,f86v6,"f86v6.28,+P0","Currier's language B, hand 3",P,P,paragraph/text line,okar,ok,ar,middle,3,14,qokar,qotar,qokaiin qokar okar qotar lor qokchdy dar shey d y tshedy qotol dytshy dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0455,ZL3b-n.txt,f86v6,"f86v6.31,+P0","Currier's language B, hand 3",P,P,paragraph/text line,okar,ok,ar,middle,6,11,olkchdy,al,dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0456,ZL3b-n.txt,f86v6,"f86v6.35,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otar,ot,ar,middle,3,11,aiin,cheody,sar aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0457,ZL3b-n.txt,f86v6,"f86v6.35,+P0","Currier's language B, hand 3",P,P,paragraph/text line,okar,ok,ar,middle,10,11,qokaiin,ol,sar aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0458,ZL3b-n.txt,f86v6,"f86v6.37,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otal,ot,al,middle,7,13,qotar,olky,lshar o y kar qoeedy qotar otal olky qokal ol kaiin octhear lo,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0459,ZL3b-n.txt,f86v6,"f86v6.38,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otal,ot,al,middle,2,10,poiin,kal,poiin otal kal toror olaiin okeockhey olkeey qoedy lkaiin oltam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
