priority_score,folio,locus,locus_kind,prefix_family,distinct_suffixes,suffixes_present,axis_coverage,total_candidates,ar,al,or,ol,tokens,target_status_counts,line_positions,visual_contexts,annotated_tokens,visual_zones,object_nearby,annotation_confidence
20,f103r,"f103r.5,+P0",P,ok,2,ar or,ao,2,1,0,1,0,okalor okedar,broad:2,middle,paragraph/text line,0,,,
20,f103r,"f103r.8,+P0",P,qo,2,al ar,rl,2,1,1,0,0,qoisal qotar,broad:2,middle,paragraph/text line,0,,,
20,f103v,"f103v.19,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chalkar chealainor,broad:2,end middle,paragraph/text line,0,,,
20,f104r,"f104r.24,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chal char,broad:2,middle,paragraph/text line,0,,,
20,f104r,"f104r.35,+P0",P,qo,2,al ol,ao,2,0,1,0,1,qocheol qodal,broad:2,middle,paragraph/text line,0,,,
20,f104r,"f104r.39,+P0",P,qo,2,al ar,rl,2,1,1,0,0,qoar qotal,broad:2,middle,paragraph/text line,0,,,
20,f105v,"f105v.2,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chkar chpor,broad:2,middle,paragraph/text line,0,,,
20,f105v,"f105v.25,+P0",P,qo,2,ar or,ao,2,1,0,1,0,qopar qotor,broad:2,middle,paragraph/text line,0,,,
20,f106r,"f106r.27,+P0",P,ch,2,ar or,ao,2,1,0,1,0,cheeorfor chlar,broad:2,middle,paragraph/text line,0,,,
20,f106r,"f106r.29,+P0",P,ch,2,al ar,rl,3,1,2,0,0,chal char chlal,broad:3,middle,paragraph/text line,0,,,
20,f107r,"f107r.25,+P0",P,ch,2,al ar,rl,3,1,2,0,0,chal char chdalal,broad:3,middle,paragraph/text line,0,,,
20,f107r,"f107r.31,+P0",P,sh,2,al ol,ao,2,0,1,0,1,sheol sheykal,broad:2,middle,paragraph/text line,0,,,
20,f107v,"f107v.28,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheol cheor,broad:2,middle,paragraph/text line,0,,,
20,f108r,"f108r.25,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheeor cheol,broad:2,middle,paragraph/text line,0,,,
20,f108r,"f108r.26,+P0",P,ot,2,ar or,ao,2,1,0,1,0,otedar oteor,broad:2,middle,paragraph/text line,0,,,
20,f108r,"f108r.36,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chedal cheedar,broad:2,middle,paragraph/text line,0,,,
20,f108v,"f108v.43,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheal cheol,broad:2,middle,paragraph/text line,0,,,
20,f108v,"f108v.45,+P0",P,sh,2,al ol,ao,2,0,1,0,1,sheal sheol,broad:2,middle start,paragraph/text line,0,,,
20,f108v,"f108v.47,+P0",P,ok,2,al ol,ao,2,0,1,0,1,okeedal okeol,broad:2,middle,paragraph/text line,0,,,
20,f108v,"f108v.49,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheal cheol,broad:2,middle,paragraph/text line,0,,,
20,f108v,"f108v.52,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheal cheol,broad:2,middle,paragraph/text line,0,,,
20,f111v,"f111v.19,+P0",P,ch,2,al ar,rl,2,1,1,0,0,char cheal,broad:2,middle,paragraph/text line,0,,,
20,f111v,"f111v.33,+P0",P,ch,2,al ar,rl,2,1,1,0,0,char cheal,broad:2,end middle,paragraph/text line,0,,,
20,f111v,"f111v.43,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chear chokeal,broad:2,middle,paragraph/text line,0,,,
20,f112v,"f112v.46,+P0",P,ch,2,al ar,rl,2,1,1,0,0,char chdal,broad:2,middle,paragraph/text line,0,,,
20,f113r,"f113r.16,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chcfhor chepchar,broad:2,end middle,paragraph/text line,0,,,
20,f113r,"f113r.26,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chal char,broad:2,middle,paragraph/text line,0,,,
20,f113r,"f113r.29,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chal chtchol,broad:2,middle,paragraph/text line,0,,,
20,f113r,"f113r.5,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chekal cheoar,broad:2,middle,paragraph/text line,0,,,
20,f113r,"f113r.8,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheoarkeeol chykeor,broad:2,middle,paragraph/text line,0,,,
20,f113v,"f113v.13,+P0",P,qo,2,ar or,ao,2,1,0,1,0,qoteedar qotor,broad:2,middle,paragraph/text line,0,,,
20,f114r,"f114r.16,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chekar cheoal,broad:2,middle start,paragraph/text line,0,,,
20,f114v,"f114v.2,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chedal chedol,broad:2,middle,paragraph/text line,0,,,
20,f115r,"f115r.16,+P0",P,qo,2,ar or,ao,2,1,0,1,0,qotar qotor,broad:2,middle,paragraph/text line,0,,,
20,f116r,"f116r.2,+P0",P,ch,2,ar or,ao,2,1,0,1,0,char cheor,broad:2,middle,paragraph/text line,0,,,
20,f116r,"f116r.49,+P0",P,qo,2,ol or,rl,2,0,0,1,1,qol qor,broad:2,middle,paragraph/text line,0,,,
20,f18r,"f18r.3,+P0",P,qok,2,ol or,rl,2,0,0,1,1,qokchol qokchor,broad:2,middle start,paragraph/text line,0,,,
20,f19v,"f19v.13,+P0",P,yt,2,ar or,ao,3,1,0,2,0,ytar ytchor ytor,broad:3,middle,paragraph/text line,0,,,
20,f22r,"f22r.10,+P0",P,d,2,ol or,rl,2,0,0,1,1,dchor dyopchol,broad:2,middle,paragraph/text line,0,,,
20,f23r,"f23r.4,+P0",P,o,2,ol or,rl,2,0,0,1,1,ofchol olfchor,broad:2,middle,paragraph/text line,0,,,
20,f23v,"f23v.5,+P0",P,d,2,ol or,rl,2,0,0,1,1,dol dor,broad:2,middle start,paragraph/text line,0,,,
20,f24r,"f24r.7,+P0",P,ch,2,ar or,ao,2,1,0,1,0,cheor chtar,broad:2,middle,paragraph/text line,0,,,
20,f30r,"f30r.6,+P0",P,d,2,ol or,rl,2,0,0,1,1,dchorol dor,broad:2,middle start,paragraph/text line,0,,,
20,f30v,"f30v.3,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chokeor chotchol,broad:2,middle start,paragraph/text line,0,,,
20,f31v,"f31v.6,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chedal chefchol,broad:2,middle,paragraph/text line,0,,,
20,f33v,"f33v.5,+P0",P,d,2,ar or,ao,2,1,0,1,0,dor dyykar,broad:2,middle,paragraph/text line,0,,,
20,f34r,"f34r.12,+P0",P,ch,2,al ar,rl,2,1,1,0,0,char chdal,broad:2,middle start,paragraph/text line,0,,,
20,f34v,"f34v.3,+P0",P,ch,2,al ar,rl,2,1,1,0,0,char chdal,broad:2,middle,paragraph/text line,0,,,
20,f3r,"f3r.18,+P0",P,qo,2,ol or,rl,2,0,0,1,1,qopchor qopol,broad:2,middle,paragraph/text line,0,,,
20,f3r,"f3r.19,+P0",P,qo,2,ol or,rl,3,0,0,2,1,qoeor qosaiinchor qoteol,broad:3,middle,paragraph/text line,0,,,
20,f45r,"f45r.1,@P0",P,o,2,al ar,rl,2,1,1,0,0,ofchar opchal,broad:2,end middle,paragraph/text line,0,,,
20,f46r,"f46r.3,+P0",P,yk,2,al ar,rl,2,1,1,0,0,ykal ykar,broad:2,middle,paragraph/text line,0,,,
20,f49r,"f49r.2,+P0",P,qo,2,ar or,ao,2,1,0,1,0,qopchar qotor,broad:2,middle start,paragraph/text line,0,,,
20,f52r,"f52r.5,+P0",P,ok,2,al ar,rl,2,1,1,0,0,okchal okchar,broad:2,middle,paragraph/text line,0,,,
20,f52v,"f52v.4,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheeor cheol,broad:2,middle,paragraph/text line,0,,,
20,f53v,"f53v.11,+P0",P,ch,2,al ar,rl,2,1,1,0,0,chear chkodal,broad:2,end middle,paragraph/text line,0,,,
20,f58r,"f58r.2,+P0",P,o,2,al ar,rl,2,1,1,0,0,olchear olchokal,broad:2,end middle,paragraph/text line,0,,,
20,f58r,"f58r.2,+P0",P,yt,2,al ar,rl,2,1,1,0,0,ytal ytar,broad:2,middle,paragraph/text line,0,,,
20,f58r,"f58r.36,+P0",P,sh,2,al ar,rl,2,1,1,0,0,shoekar shokal,broad:2,end middle,paragraph/text line,0,,,
20,f58r,"f58r.39,+P0",P,d,2,al ol,ao,2,0,1,0,1,dtshol dytal,broad:2,middle start,paragraph/text line,0,,,
20,f58v,"f58v.1,@P0",P,y,2,al ar,rl,2,1,1,0,0,ypal ypar,broad:2,middle,paragraph/text line,0,,,
20,f58v,"f58v.19,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheol chokal,broad:2,middle,paragraph/text line,0,,,
20,f58v,"f58v.3,+P0",P,qok,2,al ol,ao,2,0,1,0,1,qokalchal qokeol,broad:2,middle,paragraph/text line,0,,,
20,f66r,"f66r.64,+P0",P,sh,2,ol or,rl,2,0,0,1,1,sheol sheor,broad:2,middle,paragraph/text line,0,,,
20,f66r,"f66r.65,+P0",P,ch,2,ar or,ao,2,1,0,1,0,cheor chxar,broad:2,middle,paragraph/text line,0,,,
20,f66r,"f66r.73,+P0",P,d,2,ol or,rl,2,0,0,1,1,dcheol dor,broad:2,end middle,paragraph/text line,0,,,
20,f66r,"f66r.78,+P0",P,d,2,ol or,rl,2,0,0,1,1,dalol dor,broad:2,middle start,paragraph/text line,0,,,
20,f66v,"f66v.10,+P0",P,d,2,al ol,ao,3,0,2,0,1,dokal dol dshal,broad:3,middle start,paragraph/text line,0,,,
20,f67v2,"f67v2.10,+Pb",P,o,2,al ar,rl,2,1,1,0,0,oar opal,broad:2,end middle,paragraph/text line,0,,,
20,f68r2,"f68r2.1,@P0",P,sh,2,al ol,ao,2,0,1,0,1,sheal sheol,broad:2,middle,paragraph/text line,0,,,
20,f70r2,"f70r2.1,@P1",P,sh,2,al ol,ao,2,0,1,0,1,sheol sheteal,broad:2,middle,paragraph/text line,0,,,
20,f70r2,"f70r2.9,+P1",P,d,2,al ol,ao,2,0,1,0,1,dalal dolshol,broad:2,middle start,paragraph/text line,0,,,
20,f76r,"f76r.42,+P0",P,qo,2,al ol,ao,2,0,1,0,1,qol qotal,broad:2,middle,paragraph/text line,0,,,
20,f77r,"f77r.13,+P0",P,qo,2,al ol,ao,2,0,1,0,1,qol qolal,broad:2,middle,paragraph/text line,0,,,
20,f77r,"f77r.32,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chealor cheol,broad:2,middle,paragraph/text line,0,,,
20,f78r,"f78r.6,+P0",P,d,2,ol or,rl,2,0,0,1,1,dol dor,broad:2,middle,paragraph/text line,0,,,
20,f78v,"f78v.18,+P0",P,qo,2,ol or,rl,3,0,0,1,2,qol qor,broad:3,end middle,paragraph/text line,0,,,
20,f79r,"f79r.14,+P0",P,qo,2,al ol,ao,3,0,1,0,2,qol qotal,broad:3,end middle,paragraph/text line,0,,,
20,f7v,"f7v.7,+P0",P,d,2,ol or,rl,3,0,0,1,2,dol dor,broad:3,middle,paragraph/text line,0,,,
20,f7v,"f7v.9,+P0",P,d,2,ol or,rl,3,0,0,1,2,deol dor dydol,broad:3,middle,paragraph/text line,0,,,
20,f80r,"f80r.14,+P0",P,qo,2,al ar,rl,2,1,1,0,0,qotal qotar,broad:2,middle,paragraph/text line,0,,,
20,f80r,"f80r.21,+P0",P,qo,2,al ar,rl,2,1,1,0,0,qotal qotar,broad:2,middle,paragraph/text line,0,,,
20,f80v,"f80v.16,+P0",P,qo,2,al ar,rl,2,1,1,0,0,qotal qotar,broad:2,middle,paragraph/text line,0,,,
20,f80v,"f80v.43,+P0",P,sh,2,al ar,rl,2,1,1,0,0,shar shokal,broad:2,middle,paragraph/text line,0,,,
20,f81r,"f81r.22,+P0",P,qo,2,al ol,ao,2,0,1,0,1,qol qotal,broad:2,middle start,paragraph/text line,0,,,
20,f82r,"f82r.33,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheol cheor,broad:2,middle,paragraph/text line,0,,,
20,f83r,"f83r.16,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chealror cheedar,broad:2,end middle,paragraph/text line,0,,,
20,f83r,"f83r.48,+Pb",P,ch,2,al ol,ao,2,0,1,0,1,chdal cheol,broad:2,middle,paragraph/text line,0,,,
20,f83v,"f83v.12,+P0",P,o,2,al ar,rl,2,1,1,0,0,olal olkar,broad:2,end middle,paragraph/text line,0,,,
20,f83v,"f83v.2,+P0",P,qo,2,al ar,rl,2,1,1,0,0,qotal qotedar,broad:2,middle,paragraph/text line,0,,,
20,f83v,"f83v.22,+P0",P,ch,2,ar or,ao,2,1,0,1,0,char cheor,broad:2,middle start,paragraph/text line,0,,,
20,f84r,"f84r.28,+P0",P,qo,2,ol or,rl,2,0,0,1,1,qol qor,broad:2,middle,paragraph/text line,0,,,
20,f86v3,"f86v3.10,+Pb",P,qo,2,ar or,ao,2,1,0,1,0,qotaiior qotchedar,broad:2,middle,paragraph/text line,0,,,
20,f88r,"f88r.30,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheol cheor,broad:2,middle,paragraph/text line,0,,,
20,f89r2,"f89r2.22,@P0",P,o,2,ol or,rl,2,0,0,1,1,opcheol opcheor,broad:2,middle,paragraph/text line,0,,,
20,f89r2,"f89r2.22,@P0",P,sh,2,al ol,ao,2,0,1,0,1,sheodal sheol,broad:2,middle,paragraph/text line,0,,,
20,f89r2,"f89r2.24,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheokor cheol,broad:2,middle,paragraph/text line,0,,,
20,f96r,"f96r.1,@P0",P,ch,2,ar or,ao,2,1,0,1,0,cheeor chodar,broad:2,end middle,paragraph/text line,0,,,
20,f96r,"f96r.10,+P0",P,ot,2,ol or,rl,2,0,0,1,1,otchodol otchodor,broad:2,middle start,paragraph/text line,0,,,
20,f96v,"f96v.2,+P0",P,yt,2,ar or,ao,2,1,0,1,0,ytear yteor,broad:2,middle start,paragraph/text line,0,,,
20,f99r,"f99r.28,@P0",P,ot,2,ol or,rl,2,0,0,1,1,otchor oteoefol,broad:2,end middle,paragraph/text line,0,,,
